GeneID	GeneSymbol	Node Class
8940	TOP3B	Indispensable
5126	PCSK2	Neutral
3915	LAMC1	Neutral
7090	TLE3	Dispensable
10892	MALT1	Dispensable
10850	CCL27	Dispensable
10277	UBE4B	Neutral
6692	SPINT1	Neutral
8470	SORBS2	Neutral
29760	BLNK	Indispensable
2918	GRM8	Dispensable
7727	ZNF174	Neutral
7515	XRCC1	Dispensable
5704	PSMC4	Neutral
3821	KLRC1	Neutral
266812	NAP1L5	Neutral
54836	BSPRY	Neutral
10492	SYNCRIP	Indispensable
369	ARAF	Indispensable
4986	OPRK1	Neutral
6447	SCG5	Neutral
125170	SMCR7	Dispensable
5434	POLR2E	Indispensable
81628	TSC22D4	Neutral
6435	SFTPA1B	Neutral
8775	NAPA	Neutral
23192	ATG4B	Dispensable
54997	TESC	Neutral
5999	RGS4	Neutral
65109	UPF3B	Neutral
887	CCKBR	Neutral
23543	RBM9	Dispensable
56949	XAB2	Indispensable
6613	SUMO2	Indispensable
5520	PPP2R2A	Neutral
8527	DGKD	Dispensable
55769	ZNF83	Dispensable
10121	ACTR1A	Indispensable
3371	TNC	Neutral
23028	AOF2	Neutral
8864	PER2	Neutral
79174	CRELD2	Neutral
55845	C3orf10	Dispensable
2781	GNAZ	Neutral
10049	DNAJB6	Dispensable
57381	RHOJ	Dispensable
8479	HIRIP3	Neutral
1108	CHD4	Neutral
84060	C7orf64	Indispensable
843	CASP10	Indispensable
6499	SKIV2L	Indispensable
7846	TUBA1A	Neutral
4677	NARS	Dispensable
3973	LHCGR	Neutral
3921	RPSA	Neutral
6426	SFRS1	Indispensable
26071	FAM127B	Dispensable
4088	SMAD3	Indispensable
125950	RAVER1	Neutral
7336	UBE2V2	Dispensable
147912	SIX5	Dispensable
1994	ELAVL1	Neutral
5348	FXYD1	Neutral
10440	TIMM17A	Dispensable
4048	LTA4H	Dispensable
5429	POLH	Dispensable
157773	C8orf48	Dispensable
201294	UNC13D	Dispensable
57409	MIF4GD	Neutral
9170	LPAR2	Neutral
1326	MAP3K8	Neutral
81620	CDT1	Neutral
6402	SELL	Neutral
23265	EXOC7	Indispensable
3714	JAG2	Dispensable
23567	ZNF346	Neutral
1452	CSNK1A1	Indispensable
80010	RMI1	Dispensable
5771	PTPN2	Dispensable
6234	RPS28	Dispensable
26278	SACS	Dispensable
11219	TREX2	Indispensable
23551	RASD2	Dispensable
8939	FUBP3	Neutral
253980	KCTD13	Neutral
3101	HK3	Dispensable
3837	KPNB1	Indispensable
150	ADRA2A	Dispensable
84699	CREB3L3	Indispensable
8795	TNFRSF10B	Neutral
7171	TPM4	Dispensable
7203	CCT3	Indispensable
56654	NPDC1	Neutral
9479	MAPK8IP1	Neutral
332	BIRC5	Dispensable
9342	SNAP29	Neutral
9111	NMI	Indispensable
1965	EIF2S1	Neutral
255061	TAC4	Neutral
5311	PKD2	Indispensable
5083	PAX9	Neutral
3691	ITGB4	Neutral
94233	OPN4	Neutral
57530	CGN	Indispensable
1410	CRYAB	Dispensable
55308	DDX19A	Neutral
2693	GHSR	Dispensable
8495	PPFIBP2	Indispensable
1434	CSE1L	Indispensable
6279	S100A8	Neutral
55740	ENAH	Indispensable
10755	GIPC1	Neutral
11145	PLA2G16	Dispensable
7531	YWHAE	Indispensable
1045	CDX2	Neutral
359845	FAM101B	Dispensable
5881	RAC3	Neutral
84466	MEGF10	Indispensable
23269	MGA	Dispensable
5998	RGS3	Indispensable
23139	MAST2	Indispensable
1849	DUSP7	Dispensable
79159	NOL12	Indispensable
8615	USO1	Neutral
90990	KIFC2	Dispensable
2740	GLP1R	Neutral
208	AKT2	Neutral
3225	HOXC9	Dispensable
9212	AURKB	Neutral
58475	MS4A7	Neutral
2773	GNAI3	Indispensable
9540	TP53I3	Dispensable
29115	SAP30BP	Neutral
9706	ULK2	Neutral
6455	SH3GL1	Indispensable
57491	AHRR	Dispensable
51231	VRK3	Dispensable
291	SLC25A4	Dispensable
26471	NUPR1	Dispensable
25805	BAMBI	Neutral
114	ADCY8	Dispensable
5778	PTPN7	Dispensable
9045	RPL14	Neutral
4879	NPPB	Neutral
55722	CEP72	Neutral
5054	SERPINE1	Neutral
126374	WTIP	Neutral
10313	RTN3	Neutral
84911	ZNF382	Dispensable
5784	PTPN14	Dispensable
56001	NXF2	Dispensable
5479	PPIB	Neutral
10750	GRAP	Neutral
51433	ANAPC5	Dispensable
3636	INPPL1	Neutral
57689	LRRC4C	Neutral
23051	ZHX3	Neutral
3133	HLA-E	Indispensable
2561	GABRB2	Neutral
79602	ADIPOR2	Neutral
327	APEH	Dispensable
4125	MAN2B1	Dispensable
1281	COL3A1	Neutral
10666	CD226	Dispensable
55512	SMPD3	Dispensable
3214	HOXB4	Dispensable
3675	ITGA3	Neutral
118788	PIK3AP1	Dispensable
83855	KLF16	Dispensable
50807	ASAP1	Dispensable
10886	NPFFR2	Neutral
3952	LEP	Indispensable
25803	SPDEF	Neutral
9330	GTF3C3	Neutral
5833	PCYT2	Neutral
54926	UBE2R2	Neutral
54882	ANKHD1	Dispensable
2049	EPHB3	Neutral
9169	SFRS2IP	Neutral
8831	SYNGAP1	Neutral
54704	PPM2C	Neutral
5422	POLA1	Neutral
5794	PTPRH	Neutral
5782	PTPN12	Indispensable
4881	NPR1	Dispensable
1513	CTSK	Neutral
2175	FANCA	Neutral
1264	CNN1	Dispensable
6809	STX3	Dispensable
64407	RGS18	Dispensable
57498	KIDINS220	Dispensable
4905	NSF	Neutral
1633	DCK	Neutral
47	ACLY	Dispensable
55785	FGD6	Dispensable
1942	EFNA1	Indispensable
4217	MAP3K5	Neutral
3619	INCENP	Neutral
1017	CDK2	Indispensable
2042	EPHA3	Neutral
8664	EIF3D	Neutral
9500	MAGED1	Neutral
162	AP1B1	Neutral
433	ASGR2	Neutral
6095	RORA	Neutral
54386	TERF2IP	Dispensable
25836	NIPBL	Dispensable
1912	PHC2	Indispensable
64112	MOAP1	Neutral
23054	NCOA6	Indispensable
5396	PRRX1	Neutral
1008	CDH10	Dispensable
4082	MARCKS	Neutral
1401	CRP	Neutral
84726	BAT2L	Dispensable
4297	MLL	Indispensable
719	C3AR1	Neutral
4645	MYO5B	Neutral
902	CCNH	Neutral
5163	PDK1	Dispensable
1742	DLG4	Indispensable
7770	ZNF227	Dispensable
10025	MED16	Neutral
8697	CDC23	Dispensable
7297	TYK2	Neutral
6671	SP4	Dispensable
2892	GRIA3	Neutral
6773	STAT2	Indispensable
58484	NLRC4	Dispensable
6950	TCP1	Neutral
10293	TRAIP	Dispensable
3645	INSRR	Neutral
668	FOXL2	Dispensable
8260	ARD1A	Dispensable
774	CACNA1B	Neutral
5602	MAPK10	Neutral
4306	NR3C2	Neutral
121268	RHEBL1	Neutral
51207	DUSP13	Dispensable
910	CD1B	Dispensable
10810	WASF3	Dispensable
4601	MXI1	Neutral
6929	TCF3	Indispensable
4799	NFX1	Neutral
28988	DBNL	Dispensable
57142	RTN4	Indispensable
6714	SRC	Indispensable
8766	RAB11A	Indispensable
2309	FOXO3	Neutral
10459	MAD2L2	Neutral
3959	LGALS3BP	Neutral
440258	LOC440258	Dispensable
23396	PIP5K1C	Neutral
7341	SUMO1	Indispensable
57605	PITPNM2	Neutral
55835	CENPJ	Indispensable
6047	RNF4	Indispensable
54413	NLGN3	Neutral
6885	MAP3K7	Indispensable
55964	3-Sep	Dispensable
55223	TRIM62	Dispensable
10253	SPRY2	Indispensable
22914	KLRK1	Neutral
10499	NCOA2	Indispensable
54535	CCHCR1	Dispensable
5923	RASGRF1	Neutral
4851	NOTCH1	Indispensable
23380	SRGAP2	Dispensable
7976	FZD3	Neutral
8631	SKAP1	Dispensable
5394	EXOSC10	Indispensable
7545	ZIC1	Neutral
57540	PTCHD2	Neutral
136227	EMID2	Neutral
9146	HGS	Indispensable
2268	FGR	Indispensable
23522	MYST4	Dispensable
5746	PTH2R	Neutral
4615	MYD88	Indispensable
192111	PGAM5	Dispensable
8740	TNFSF14	Neutral
6583	SLC22A4	Dispensable
9135	RABEP1	Dispensable
10600	USP16	Dispensable
6370	CCL25	Indispensable
6789	STK4	Neutral
10489	LRRC41	Neutral
7325	UBE2E2	Neutral
3182	HNRNPAB	Dispensable
3934	LCN2	Dispensable
942	CD86	Dispensable
955	ENTPD6	Dispensable
25898	RCHY1	Neutral
10490	VTI1B	Dispensable
7692	ZNF133	Dispensable
3267	AGFG1	Indispensable
6634	SNRPD3	Neutral
29978	UBQLN2	Neutral
79586	CHPF	Dispensable
2647	BLOC1S1	Neutral
60626	RIC8A	Neutral
10746	MAP3K2	Indispensable
190	NR0B1	Neutral
56252	YLPM1	Dispensable
1808	DPYSL2	Neutral
2802	GOLGA3	Neutral
1739	DLG1	Indispensable
10393	ANAPC10	Dispensable
551	AVP	Indispensable
4700	NDUFA6	Dispensable
4720	NDUFS2	Dispensable
84970	C1orf94	Dispensable
5926	ARID4A	Dispensable
92609	TIMM50	Dispensable
3753	KCNE1	Dispensable
10206	TRIM13	Neutral
2823	GPM6A	Dispensable
6647	SOD1	Indispensable
51402	HSFX1	Dispensable
131034	CPNE4	Neutral
2252	FGF7	Neutral
9618	TRAF4	Indispensable
8720	MBTPS1	Neutral
57667	57667	Dispensable
9326	ZNHIT3	Dispensable
85359	DGCR6L	Neutral
3122	HLA-DRA	Neutral
6461	SHB	Neutral
9398	IGSF2	Neutral
51010	EXOSC3	Neutral
5076	PAX2	Neutral
4205	MEF2A	Indispensable
924	CD7	Dispensable
5010	CLDN11	Neutral
9878	TOX4	Dispensable
4775	NFATC3	Neutral
4162	MCAM	Dispensable
8815	BANF1	Neutral
63925	ZNF335	Neutral
7043	TGFB3	Neutral
4904	YBX1	Indispensable
29920	PYCR2	Dispensable
5993	RFX5	Neutral
24148	PRPF6	Indispensable
8204	NRIP1	Neutral
27231	ITGB1BP3	Dispensable
55577	NAGK	Neutral
1366	CLDN7	Dispensable
5431	POLR2B	Neutral
10945	KDELR1	Dispensable
10152	ABI2	Dispensable
54474	KRT20	Neutral
57610	RANBP10	Neutral
79036	C19orf50	Indispensable
4999	ORC2L	Indispensable
6014	RIT2	Indispensable
2660	MSTN	Dispensable
23152	CIC	Neutral
51295	ECSIT	Dispensable
1852	DUSP9	Dispensable
5893	RAD52	Neutral
639	PRDM1	Neutral
55330	CNO	Dispensable
2248	FGF3	Neutral
6130	RPL7A	Dispensable
26012	NELF	Dispensable
60412	EXOC4	Dispensable
5306	PITPNA	Neutral
23636	NUP62	Indispensable
84073	MYCBPAP	Dispensable
3351	HTR1B	Neutral
5116	PCNT	Neutral
1951	CELSR3	Neutral
6586	SLIT3	Dispensable
5326	PLAGL2	Dispensable
255877	BCL6B	Neutral
163183	C19orf46	Dispensable
9464	HAND2	Indispensable
6635	SNRPE	Dispensable
3661	IRF3	Indispensable
7135	TNNI1	Dispensable
81793	TLR10	Neutral
2928	GSC2	Dispensable
1794	DOCK2	Neutral
55041	PLEKHB2	Dispensable
676	BRDT	Neutral
3191	HNRNPL	Neutral
3306	HSPA2	Dispensable
9567	GTPBP1	Dispensable
2700	GJA3	Dispensable
23360	FNBP4	Neutral
9530	BAG4	Neutral
6877	TAF5	Neutral
27089	UQCRQ	Dispensable
4312	MMP1	Indispensable
7556	ZNF10	Dispensable
2215	FCGR3B	Neutral
2671	GFER	Neutral
339448	C1orf174	Dispensable
25788	RAD54B	Neutral
7818	DAP3	Dispensable
11077	HSF2BP	Neutral
27178	IL1F7	Neutral
5828	PXMP3	Dispensable
10320	IKZF1	Neutral
8535	CBX4	Dispensable
54	ACP5	Indispensable
158798	AKAP14	Dispensable
9391	CIAO1	Neutral
53405	CLIC5	Dispensable
8525	DGKZ	Dispensable
839	CASP6	Neutral
2520	GAST	Neutral
10926	DBF4	Neutral
51535	PPHLN1	Neutral
88	ACTN2	Indispensable
5175	PECAM1	Dispensable
1009	CDH11	Dispensable
403	ARL3	Neutral
56259	CTNNBL1	Dispensable
10189	THOC4	Neutral
3698	ITIH2	Neutral
5803	PTPRZ1	Neutral
83463	MXD3	Dispensable
5876	RABGGTB	Indispensable
11164	NUDT5	Dispensable
221545	C6orf136	Dispensable
8792	TNFRSF11A	Neutral
3237	HOXD11	Dispensable
4197	MDS1	Dispensable
79674	VEPH1	Dispensable
4487	MSX1	Indispensable
3150	HMGN1	Neutral
4678	NASP	Dispensable
7003	TEAD1	Dispensable
3164	NR4A1	Indispensable
9265	CYTH3	Dispensable
5575	PRKAR1B	Indispensable
22871	NLGN1	Dispensable
23414	ZFPM2	Dispensable
3454	IFNAR1	Neutral
64750	SMURF2	Indispensable
9551	ATP5J2	Indispensable
8189	SYMPK	Neutral
6626	SNRPA	Dispensable
3304	HSPA1B	Neutral
26276	VPS33B	Dispensable
2885	GRB2	Indispensable
2488	FSHB	Dispensable
3106	HLA-B	Indispensable
2487	FRZB	Indispensable
84078	KBTBD7	Dispensable
7322	UBE2D2	Indispensable
9764	KIAA0513	Indispensable
57819	LSM2	Indispensable
113878	DTX2	Neutral
10481	HOXB13	Dispensable
2669	GEM	Dispensable
84905	ZNF341	Dispensable
